,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
2703,Massachusetts,2026,55869.9,6984.7,28.6,-1392941.0
2704,Massachusetts,2027,55653.4,7010.2,29.1,-1394065.8
2705,Massachusetts,2028,55436.9,7035.7,29.6,-1395190.7
2706,Massachusetts,2029,55220.4,7061.2,30.0,-1396315.5
2707,Massachusetts,2030,55003.9,7086.7,30.5,-1397440.4
22,Michigan,1970,54309.0,8890.0,1.7,-2648229.0
73,Michigan,1971,53960.0,8974.0,1.8,-2744236.0
124,Michigan,1972,56203.0,9029.0,1.8,-2914121.0
175,Michigan,1973,47225.0,9078.0,2.1,-3013180.0
226,Michigan,1974,50587.0,9118.0,2.9,-2865723.0
277,Michigan,1975,47458.0,9118.0,3.3,-2818284.0
328,Michigan,1976,52481.0,9129.0,3.6,-2931518.0
379,Michigan,1977,54719.0,9171.0,4.2,-2818455.0
430,Michigan,1978,66270.0,9218.0,4.4,-2876084.0
481,Michigan,1979,73877.0,9266.0,5.3,-2849568.0
532,Michigan,1980,103039.0,9256.0,6.6,-2721378.0
583,Michigan,1981,108231.0,9209.0,7.5,-2564831.0
634,Michigan,1982,107422.0,9115.0,7.9,-2417627.0
685,Michigan,1983,117776.0,9048.0,8.2,-2403654.0
736,Michigan,1984,110270.0,9049.0,8.2,-2486950.0
787,Michigan,1985,110639.0,9076.0,8.5,-2523819.0
838,Michigan,1986,113125.0,9128.0,7.5,-2538767.0
889,Michigan,1987,112079.0,9187.0,7.6,-2527479.0
940,Michigan,1988,118354.0,9218.0,7.5,-2693661.0
991,Michigan,1989,111822.0,9253.0,7.7,-2733713.0
1042,Michigan,1990,97986.0,9311.0,8.1,-2775343.0
1093,Michigan,1991,105361.0,9400.0,8.2,-2701253.0
1144,Michigan,1992,108477.0,9479.0,8.0,-2746468.0
1195,Michigan,1993,100474.0,9540.0,8.1,-2750555.0
1246,Michigan,1994,102457.0,9598.0,8.1,-2769155.0
1297,Michigan,1995,105715.0,9676.0,8.0,-2891793.0
1348,Michigan,1996,122454.0,9759.0,8.4,-2976202.0
1399,Michigan,1997,113741.0,9809.0,8.5,-2985208.0
1450,Michigan,1998,105953.0,9848.0,8.3,-2930657.0
1501,Michigan,1999,107946.0,9897.0,8.4,-3093464.0
1552,Michigan,2000,110506.0,9952.0,9.7,-3089533.0
1603,Michigan,2001,94158.0,9991.0,9.9,-2988520.0
1654,Michigan,2002,89210.0,10016.0,9.9,-3049408.0
1705,Michigan,2003,103312.0,10041.0,10.8,-3075280.0
1756,Michigan,2004,108765.0,10055.0,12.1,-3033779.0
1807,Michigan,2005,116821.0,10051.0,14.5,-3077549.0
1858,Michigan,2006,117111.0,10036.0,16.7,-2908421.0
1909,Michigan,2007,132121.0,10001.0,17.6,-2889531.0
1960,Michigan,2008,145004.0,9947.0,19.5,-2769763.0
2011,Michigan,2009,131134.0,9902.0,16.8,-2559048.0
2062,Michigan,2010,147388.0,9878.0,18.3,-2604493.0
2113,Michigan,2011,161900.0,9882.0,20.7,-2624891.0
2164,Michigan,2012,161289.0,9897.0,21.3,-2525725.0
2215,Michigan,2013,187710.0,9913.0,20.3,-2648580.0
2266,Michigan,2014,201936.0,9931.0,19.8,-2680524.0
2317,Michigan,2015,221437.0,9933.0,16.5,-2571169.0
2368,Michigan,2016,214332.0,9952.0,15.7,-2555204.0
2419,Michigan,2017,229236.0,9976.0,16.6,-2545276.0
2734,Michigan,2018,181694.1,10174.9,18.6,-2774977.6
2735,Michigan,2019,184453.1,10200.6,18.9,-2775357.8
2736,Michigan,2020,187212.1,10226.2,19.3,-2775737.9
2737,Michigan,2021,189971.0,10251.9,19.7,-2776118.1
2738,Michigan,2022,192730.0,10277.6,20.0,-2776498.2
2739,Michigan,2023,195488.9,10303.2,20.4,-2776878.4
2740,Michigan,2024,198247.9,10328.9,20.7,-2777258.5
2741,Michigan,2025,201006.9,10354.6,21.1,-2777638.7
2742,Michigan,2026,203765.8,10380.3,21.4,-2778018.8
2743,Michigan,2027,206524.8,10405.9,21.8,-2778399.0
2744,Michigan,2028,209283.7,10431.6,22.2,-2778779.1
2745,Michigan,2029,212042.7,10457.3,22.5,-2779159.3
2746,Michigan,2030,214801.7,10482.9,22.9,-2779539.4
23,Minnesota,1970,32822.0,3815.0,1.9,-1075070.0
74,Minnesota,1971,33768.0,3853.0,1.9,-1114748.0
125,Minnesota,1972,35695.0,3870.0,2.0,-1174104.0
176,Minnesota,1973,36452.0,3889.0,2.1,-1221256.0
227,Minnesota,1974,35899.0,3904.0,2.8,-1201667.0
278,Minnesota,1975,36949.0,3933.0,3.2,-1209092.0
329,Minnesota,1976,35632.0,3965.0,3.5,-1257995.0
380,Minnesota,1977,36725.0,3989.0,3.9,-1220621.0
431,Minnesota,1978,50237.0,4015.0,4.0,-1300357.0
482,Minnesota,1979,53947.0,4050.0,5.1,-1296508.0
533,Minnesota,1980,54794.0,4085.0,6.9,-1169432.0
584,Minnesota,1981,56592.0,4112.0,8.1,-1119971.0
635,Minnesota,1982,58930.0,4131.0,8.5,-1128357.0
686,Minnesota,1983,62650.0,4141.0,8.5,-1127740.0
737,Minnesota,1984,66000.0,4158.0,8.4,-1185746.0
788,Minnesota,1985,66473.0,4184.0,8.4,-1191781.0
839,Minnesota,1986,63838.0,4205.0,7.3,-1182062.0
890,Minnesota,1987,58913.0,4235.0,7.3,-1192477.0
941,Minnesota,1988,60210.0,4296.0,7.4,-1295007.0
992,Minnesota,1989,63542.0,4338.0,7.5,-1329154.0
1043,Minnesota,1990,59880.0,4390.0,8.1,-1340861.0
1094,Minnesota,1991,63243.0,4441.0,7.9,-1364194.0
1145,Minnesota,1992,69504.0,4496.0,7.8,-1371587.0
1196,Minnesota,1993,70105.0,4556.0,8.0,-1417410.0
1247,Minnesota,1994,72105.0,4610.0,8.0,-1451829.0
1298,Minnesota,1995,76096.0,4660.0,7.8,-1532182.0
1349,Minnesota,1996,80512.0,4713.0,8.3,-1598730.0
1400,Minnesota,1997,83512.0,4763.0,8.5,-1565290.0
1451,Minnesota,1998,80517.0,4813.0,7.9,-1545101.0
1502,Minnesota,1999,95416.0,4873.0,8.2,-1603418.0
1553,Minnesota,2000,103427.0,4934.0,9.9,-1646147.0
1604,Minnesota,2001,108951.0,4983.0,10.4,-1612163.0
1655,Minnesota,2002,107216.0,5019.0,9.6,-1678154.0
1706,Minnesota,2003,113752.0,5054.0,10.8,-1750287.0
1757,Minnesota,2004,125488.0,5088.0,12.1,-1738626.0
1808,Minnesota,2005,140390.0,5120.0,14.4,-1717783.0
1859,Minnesota,2006,157168.0,5164.0,16.1,-1674565.0
1910,Minnesota,2007,179232.0,5207.0,17.1,-1714866.0
1961,Minnesota,2008,215093.0,5247.0,19.1,-1696068.0
2012,Minnesota,2009,258579.0,5281.0,15.3,-1527459.0
2063,Minnesota,2010,294856.0,5311.0,17.0,-1568231.0
2114,Minnesota,2011,306313.0,5346.0,19.8,-1550609.0
2165,Minnesota,2012,302196.0,5377.0,20.0,-1523868.0
2216,Minnesota,2013,299308.0,5414.0,19.7,-1568455.0
2267,Minnesota,2014,338225.0,5452.0,19.6,-1585067.0
2318,Minnesota,2015,337359.0,5483.0,16.1,-1452631.0
2369,Minnesota,2016,343924.0,5523.0,14.9,-1467299.0
2420,Minnesota,2017,359770.0,5568.0,16.3,-1472492.0
2747,Minnesota,2018,274404.4,5595.6,18.0,-1712704.7
2748,Minnesota,2019,280652.4,5635.2,18.3,-1725079.0
2749,Minnesota,2020,286900.4,5674.9,18.7,-1737453.3
2750,Minnesota,2021,293148.4,5714.6,19.0,-1749827.6
2751,Minnesota,2022,299396.4,5754.3,19.3,-1762201.9
2752,Minnesota,2023,305644.4,5794.0,19.7,-1774576.1
2753,Minnesota,2024,311892.4,5833.7,20.0,-1786950.4
2754,Minnesota,2025,318140.4,5873.4,20.4,-1799324.7
2755,Minnesota,2026,324388.4,5913.1,20.7,-1811699.0
2756,Minnesota,2027,330636.4,5952.8,21.0,-1824073.3
2757,Minnesota,2028,336884.4,5992.4,21.4,-1836447.5
2758,Minnesota,2029,343132.4,6032.1,21.7,-1848821.8
2759,Minnesota,2030,349380.4,6071.8,22.1,-1861196.1
25,Mississippi,1970,33527.0,2220.0,1.7,-713385.0
76,Mississippi,1971,32841.0,2265.0,1.8,-753266.0
127,Mississippi,1972,32432.0,2307.0,1.9,-798312.0
178,Mississippi,1973,32195.0,2350.0,2.1,-815779.0
229,Mississippi,1974,31279.0,2378.0,2.9,-786035.0
280,Mississippi,1975,31152.0,2399.0,3.2,-740838.0
331,Mississippi,1976,34819.0,2430.0,3.7,-744104.0
382,Mississippi,1977,36230.0,2459.0,4.2,-782940.0
433,Mississippi,1978,37576.0,2488.0,4.4,-811692.0
484,Mississippi,1979,37510.0,2507.0,5.4,-840061.0
535,Mississippi,1980,38097.0,2525.0,7.3,-795779.0
586,Mississippi,1981,41070.0,2539.0,8.7,-776811.0
637,Mississippi,1982,44643.0,2557.0,8.8,-769647.0
688,Mississippi,1983,45071.0,2568.0,8.1,-774868.0
739,Mississippi,1984,50468.0,2578.0,7.8,-808230.0
790,Mississippi,1985,50892.0,2588.0,8.1,-786275.0
841,Mississippi,1986,49196.0,2594.0,7.3,-797171.0
892,Mississippi,1987,45439.0,2589.0,7.4,-823363.0
943,Mississippi,1988,47412.0,2580.0,7.4,-870189.0
994,Mississippi,1989,76403.0,2574.0,7.4,-882889.0
1045,Mississippi,1990,84868.0,2579.0,7.8,-943634.0
1096,Mississippi,1991,89510.0,2599.0,7.5,-964949.0
1147,Mississippi,1992,90830.0,2624.0,7.4,-988346.0
1198,Mississippi,1993,92435.0,2655.0,7.6,-995090.0
1249,Mississippi,1994,94862.0,2689.0,7.7,-1006042.0
1300,Mississippi,1995,94192.0,2723.0,7.7,-1033968.0
1351,Mississippi,1996,85740.0,2748.0,8.4,-1068140.0
1402,Mississippi,1997,84291.0,2777.0,8.3,-1068601.0
1453,Mississippi,1998,64175.0,2805.0,8.0,-1080689.0
1504,Mississippi,1999,65132.0,2828.0,7.9,-1174234.0
1555,Mississippi,2000,75389.0,2848.0,9.8,-1171535.0
1606,Mississippi,2001,56085.0,2853.0,10.4,-1078529.0
1657,Mississippi,2002,49641.0,2859.0,9.9,-1127240.0
1708,Mississippi,2003,45346.0,2868.0,11.0,-1163868.0
1759,Mississippi,2004,61251.0,2889.0,12.6,-1151048.0
1810,Mississippi,2005,62678.0,2906.0,15.4,-1105343.0
1861,Mississippi,2006,63073.0,2905.0,17.0,-1149296.0
1912,Mississippi,2007,63587.0,2928.0,17.4,-1160962.0
1963,Mississippi,2008,47430.0,2948.0,21.3,-1118228.0
2014,Mississippi,2009,53654.0,2959.0,16.8,-1057973.0
2065,Mississippi,2010,65115.0,2971.0,17.9,-1114879.0
2116,Mississippi,2011,65786.0,2978.0,20.8,-1092103.0
2167,Mississippi,2012,77009.0,2984.0,20.7,-1067719.0
2218,Mississippi,2013,59580.0,2989.0,21.2,-1080283.0
2269,Mississippi,2014,60846.0,2991.0,20.8,-1098769.0
2320,Mississippi,2015,58853.0,2989.0,16.6,-1079224.0
2371,Mississippi,2016,70822.0,2988.0,14.7,-1089798.0
2422,Mississippi,2017,67018.0,2990.0,16.1,-1109336.0
2773,Mississippi,2018,78519.2,3080.0,18.6,-1205558.8
2774,Mississippi,2019,79323.9,3095.7,19.0,-1215519.8
2775,Mississippi,2020,80128.6,3111.5,19.3,-1225480.7
2776,Mississippi,2021,80933.3,3127.2,19.7,-1235441.7
2777,Mississippi,2022,81738.0,3142.9,20.0,-1245402.6
2778,Mississippi,2023,82542.6,3158.6,20.4,-1255363.5
2779,Mississippi,2024,83347.3,3174.4,20.8,-1265324.5
2780,Mississippi,2025,84152.0,3190.1,21.1,-1275285.4
2781,Mississippi,2026,84956.7,3205.8,21.5,-1285246.4
2782,Mississippi,2027,85761.4,3221.6,21.8,-1295207.3
2783,Mississippi,2028,86566.1,3237.3,22.2,-1305168.2
2784,Mississippi,2029,87370.8,3253.0,22.5,-1315129.2
2785,Mississippi,2030,88175.4,3268.7,22.9,-1325090.1
24,Missouri,1970,33344.0,4688.0,1.9,-1275925.0
75,Missouri,1971,30407.0,4726.0,2.0,-1296435.0
126,Missouri,1972,29355.0,4759.0,2.0,-1354143.0
177,Missouri,1973,43807.0,4783.0,2.2,-1374918.0
228,Missouri,1974,44031.0,4796.0,2.9,-1355012.0
279,Missouri,1975,40414.0,4808.0,3.3,-1372139.0
330,Missouri,1976,39537.0,4839.0,3.6,-1432048.0
381,Missouri,1977,37981.0,4863.0,4.0,-1467736.0
432,Missouri,1978,49657.0,4889.0,4.3,-1506469.0
483,Missouri,1979,55940.0,4912.0,5.5,-1474280.0
534,Missouri,1980,30880.0,4922.0,7.2,-1391747.0
585,Missouri,1981,30527.0,4932.0,8.1,-1334061.0
636,Missouri,1982,43880.0,4929.0,8.5,-1318049.0
687,Missouri,1983,44037.0,4944.0,8.6,-1320931.0
738,Missouri,1984,47028.0,4975.0,8.3,-1335763.0
789,Missouri,1985,62419.0,5000.0,8.3,-1343384.0
840,Missouri,1986,49316.0,5023.0,7.4,-1358449.0
891,Missouri,1987,40796.0,5057.0,7.8,-1390090.0
942,Missouri,1988,43057.0,5082.0,7.7,-1457163.0
993,Missouri,1989,36263.0,5096.0,8.1,-1475503.0
1044,Missouri,1990,40959.0,5129.0,8.9,-1442509.0
1095,Missouri,1991,30538.0,5171.0,8.8,-1486491.0
1146,Missouri,1992,34756.0,5217.0,8.6,-1472673.0
1197,Missouri,1993,49981.0,5271.0,8.5,-1568758.0
1248,Missouri,1994,35896.0,5324.0,8.5,-1594479.0
1299,Missouri,1995,36252.0,5378.0,8.6,-1651363.0
1350,Missouri,1996,30767.0,5432.0,9.2,-1743017.0
1401,Missouri,1997,30753.0,5481.0,9.3,-1739914.0
1452,Missouri,1998,37398.0,5522.0,8.6,-1778235.0
1503,Missouri,1999,32497.0,5562.0,8.9,-1822811.0
1554,Missouri,2000,21679.0,5607.0,11.0,-1773963.0
1605,Missouri,2001,32926.0,5641.0,11.0,-1796530.0
1656,Missouri,2002,35225.0,5675.0,10.4,-1808438.0
1707,Missouri,2003,31603.0,5709.0,11.4,-1818227.0
1758,Missouri,2004,40841.0,5748.0,12.7,-1819907.0
1809,Missouri,2005,52353.0,5790.0,15.1,-1896429.0
1860,Missouri,2006,42464.0,5843.0,16.7,-1890093.0
1911,Missouri,2007,60591.0,5888.0,17.8,-1923778.0
1962,Missouri,2008,81692.0,5924.0,20.4,-1866262.0
2013,Missouri,2009,93684.0,5961.0,16.7,-1748919.0
2064,Missouri,2010,100502.0,5996.0,18.8,-1814282.0
2115,Missouri,2011,92915.0,6010.0,22.3,-1765875.0
2166,Missouri,2012,81615.0,6024.0,22.6,-1699189.0
2217,Missouri,2013,93586.0,6041.0,22.3,-1751308.0
2268,Missouri,2014,92706.0,6056.0,21.7,-1813065.0
2319,Missouri,2015,86217.0,6072.0,18.3,-1736365.0
2370,Missouri,2016,82217.0,6087.0,17.3,-1684181.0
2421,Missouri,2017,90657.0,6109.0,18.8,-1635423.0
2760,Missouri,2018,74614.9,6167.9,20.0,-1879631.6
2761,Missouri,2019,75593.3,6200.7,20.4,-1891795.9
2762,Missouri,2020,76571.8,6233.5,20.8,-1903960.1
2763,Missouri,2021,77550.2,6266.4,21.2,-1916124.4
2764,Missouri,2022,78528.7,6299.2,21.5,-1928288.7
2765,Missouri,2023,79507.2,6332.0,21.9,-1940453.0
2766,Missouri,2024,80485.6,6364.9,22.3,-1952617.3
2767,Missouri,2025,81464.1,6397.7,22.7,-1964781.5
2768,Missouri,2026,82442.5,6430.5,23.1,-1976945.8
2769,Missouri,2027,83421.0,6463.3,23.5,-1989110.1
2770,Missouri,2028,84399.4,6496.2,23.9,-2001274.4
2771,Missouri,2029,85377.9,6529.0,24.3,-2013438.7
2772,Missouri,2030,86356.4,6561.8,24.7,-2025602.9
26,Montana,1970,98397.0,698.0,1.6,-224387.0
77,Montana,1971,107251.0,711.0,1.6,-226683.0
128,Montana,1972,104348.0,719.0,1.6,-238035.0
179,Montana,1973,84637.0,727.0,1.8,-263023.0
230,Montana,1974,106573.0,736.0,2.5,-245371.0
281,Montana,1975,112007.0,748.0,2.8,-233402.0
332,Montana,1976,135822.0,757.0,2.9,-229308.0
383,Montana,1977,97331.0,770.0,3.2,-263774.0
434,Montana,1978,132188.0,782.0,3.5,-251186.0
485,Montana,1979,119406.0,787.0,4.3,-277771.0
536,Montana,1980,114608.0,789.0,6.0,-245608.0
587,Montana,1981,131005.0,795.0,7.1,-206182.0
638,Montana,1982,126659.0,804.0,7.4,-190340.0
689,Montana,1983,135686.0,814.0,7.2,-187763.0
740,Montana,1984,130528.0,821.0,7.5,-228962.0
791,Montana,1985,120930.0,822.0,7.4,-249268.0
842,Montana,1986,133914.0,814.0,6.6,-218638.0
893,Montana,1987,111156.0,805.0,6.8,-218085.0
944,Montana,1988,103886.0,800.0,6.9,-237920.0
995,Montana,1989,110933.0,800.0,7.2,-240874.0
1046,Montana,1990,123487.0,800.0,7.7,-223985.0
1097,Montana,1991,142368.0,810.0,7.5,-210048.0
1148,Montana,1992,95906.0,826.0,7.8,-250221.0
1199,Montana,1993,108980.0,845.0,7.7,-255219.0
1250,Montana,1994,94511.0,861.0,7.9,-273864.0
1301,Montana,1995,127550.0,877.0,7.8,-260795.0
1352,Montana,1996,158574.0,886.0,8.4,-235919.0
1403,Montana,1997,153337.0,890.0,8.4,-212030.0
1454,Montana,1998,128313.0,892.0,8.0,-259615.0
1505,Montana,1999,157031.0,898.0,7.9,-236185.0
1556,Montana,2000,113793.0,904.0,9.8,-293535.0
1607,Montana,2001,80568.0,907.0,10.7,-275128.0
1658,Montana,2002,108642.0,912.0,9.3,-270322.0
1709,Montana,2003,100370.0,920.0,10.8,-276693.0
1760,Montana,2004,101507.0,930.0,12.4,-297541.0
1811,Montana,2005,113989.0,940.0,14.9,-305489.0
1862,Montana,2006,122240.0,953.0,16.4,-316863.0
1913,Montana,2007,117750.0,965.0,17.3,-352143.0
1964,Montana,2008,123131.0,976.0,20.5,-333547.0
2015,Montana,2009,113797.0,984.0,16.1,-313249.0
2066,Montana,2010,114783.0,991.0,18.2,-287270.0
2117,Montana,2011,140363.0,997.0,21.8,-262839.0
2168,Montana,2012,124377.0,1004.0,22.0,-271593.0
2219,Montana,2013,114499.0,1014.0,22.1,-292173.0
2270,Montana,2014,134146.0,1022.0,21.9,-271262.0
2321,Montana,2015,125018.0,1031.0,17.6,-279092.0
2372,Montana,2016,128174.0,1041.0,16.0,-276714.0
2423,Montana,2017,135969.0,1053.0,17.2,-284667.0
2786,Montana,2018,128478.2,1037.4,19.3,-288983.4
2787,Montana,2019,128842.6,1044.3,19.7,-290381.2
2788,Montana,2020,129207.0,1051.2,20.1,-291779.0
2789,Montana,2021,129571.4,1058.1,20.5,-293176.7
2790,Montana,2022,129935.9,1065.1,20.9,-294574.5
2791,Montana,2023,130300.3,1072.0,21.3,-295972.3
2792,Montana,2024,130664.7,1078.9,21.7,-297370.0
2793,Montana,2025,131029.1,1085.8,22.1,-298767.8
2794,Montana,2026,131393.5,1092.7,22.5,-300165.6
2795,Montana,2027,131757.9,1099.7,22.9,-301563.3
2796,Montana,2028,132122.3,1106.6,23.2,-302961.1
2797,Montana,2029,132486.7,1113.5,23.6,-304358.9
2798,Montana,2030,132851.2,1120.4,24.0,-305756.6
29,Nebraska,1970,15950.0,1488.0,1.7,-471531.0
80,Nebraska,1971,15845.0,1505.0,1.8,-480328.0
131,Nebraska,1972,16822.0,1519.0,1.8,-492703.0
182,Nebraska,1973,16912.0,1530.0,2.0,-505217.0
233,Nebraska,1974,16161.0,1539.0,2.6,-502379.0
284,Nebraska,1975,15399.0,1543.0,2.9,-510259.0
335,Nebraska,1976,16378.0,1551.0,3.2,-538453.0
386,Nebraska,1977,16136.0,1557.0,3.5,-540740.0
437,Nebraska,1978,16096.0,1564.0,3.9,-540562.0
488,Nebraska,1979,16832.0,1567.0,4.8,-528294.0
539,Nebraska,1980,19778.0,1572.0,6.5,-487290.0
590,Nebraska,1981,17814.0,1579.0,7.7,-459799.0
641,Nebraska,1982,19000.0,1582.0,7.6,-473029.0
692,Nebraska,1983,20038.0,1584.0,8.0,-482763.0
743,Nebraska,1984,21233.0,1589.0,7.9,-485218.0
794,Nebraska,1985,23754.0,1585.0,8.0,-476158.0
845,Nebraska,1986,25882.0,1574.0,7.2,-456643.0
896,Nebraska,1987,23743.0,1567.0,7.2,-471989.0
947,Nebraska,1988,21759.0,1571.0,7.0,-513357.0
998,Nebraska,1989,20344.0,1575.0,7.6,-513581.0
1049,Nebraska,1990,18296.0,1582.0,8.4,-507012.0
1100,Nebraska,1991,17612.0,1596.0,8.2,-517108.0
1151,Nebraska,1992,19619.0,1612.0,8.2,-503791.0
1202,Nebraska,1993,22322.0,1626.0,8.1,-528857.0
1253,Nebraska,1994,29349.0,1639.0,8.1,-545386.0
1304,Nebraska,1995,46923.0,1657.0,8.0,-556106.0
1355,Nebraska,1996,53332.0,1674.0,8.5,-581062.0
1406,Nebraska,1997,62387.0,1686.0,8.5,-585153.0
1457,Nebraska,1998,64577.0,1696.0,7.7,-599471.0
1508,Nebraska,1999,67772.0,1705.0,8.0,-586399.0
1559,Nebraska,2000,67458.0,1714.0,10.1,-588416.0
1610,Nebraska,2001,70152.0,1720.0,10.4,-583296.0
1661,Nebraska,2002,70412.0,1728.0,9.6,-594194.0
1712,Nebraska,2003,73956.0,1739.0,10.8,-599555.0
1763,Nebraska,2004,91627.0,1749.0,12.2,-594361.0
1814,Nebraska,2005,94833.0,1761.0,14.7,-598769.0
1865,Nebraska,2006,103063.0,1773.0,15.9,-606901.0
1916,Nebraska,2007,129778.0,1783.0,16.7,-627270.0
1967,Nebraska,2008,176747.0,1796.0,18.6,-618606.0
2018,Nebraska,2009,178644.0,1813.0,14.8,-600196.0
2069,Nebraska,2010,269110.0,1830.0,16.7,-592507.0
2120,Nebraska,2011,301952.0,1841.0,19.3,-561602.0
2171,Nebraska,2012,277782.0,1853.0,19.8,-575607.0
2222,Nebraska,2013,281464.0,1865.0,19.3,-591282.0
2273,Nebraska,2014,288402.0,1880.0,19.2,-581752.0
2324,Nebraska,2015,311010.0,1892.0,15.5,-542809.0
2375,Nebraska,2016,323506.0,1906.0,14.2,-544801.0
2426,Nebraska,2017,359399.0,1918.0,15.5,-516633.0
2825,Nebraska,2018,243130.6,1879.3,17.8,-600152.1
2826,Nebraska,2019,249392.8,1887.9,18.1,-602656.0
2827,Nebraska,2020,255655.0,1896.4,18.5,-605159.9
2828,Nebraska,2021,261917.1,1904.9,18.8,-607663.8
2829,Nebraska,2022,268179.3,1913.4,19.1,-610167.7
2830,Nebraska,2023,274441.5,1922.0,19.5,-612671.7
2831,Nebraska,2024,280703.7,1930.5,19.8,-615175.6
2832,Nebraska,2025,286965.8,1939.0,20.2,-617679.5
2833,Nebraska,2026,293228.0,1947.5,20.5,-620183.4
2834,Nebraska,2027,299490.2,1956.1,20.8,-622687.4
2835,Nebraska,2028,305752.4,1964.6,21.2,-625191.3
2836,Nebraska,2029,312014.6,1973.1,21.5,-627695.2
2837,Nebraska,2030,318276.7,1981.6,21.8,-630199.1
33,Nevada,1970,18322.0,493.0,1.9,-171800.0
84,Nevada,1971,18651.0,520.0,2.0,-183010.0
135,Nevada,1972,17274.0,547.0,2.1,-200381.0
186,Nevada,1973,18356.0,569.0,2.2,-215103.0
237,Nevada,1974,17762.0,597.0,3.0,-216004.0
288,Nevada,1975,18827.0,620.0,3.5,-219266.0
339,Nevada,1976,17457.0,647.0,3.7,-232782.0
390,Nevada,1977,18381.0,678.0,4.3,-238335.0
441,Nevada,1978,18980.0,719.0,4.6,-263220.0
492,Nevada,1979,19804.0,765.0,5.8,-276694.0
543,Nevada,1980,27403.0,810.0,8.2,-263910.0
594,Nevada,1981,21794.0,848.0,9.3,-264414.0
645,Nevada,1982,18709.0,882.0,9.5,-271451.0
696,Nevada,1983,47192.0,902.0,8.9,-253475.0
747,Nevada,1984,63057.0,925.0,8.7,-237510.0
798,Nevada,1985,49982.0,951.0,8.9,-252706.0
849,Nevada,1986,52098.0,981.0,7.8,-251216.0
900,Nevada,1987,28499.0,1023.0,7.4,-302079.0
951,Nevada,1988,23919.0,1075.0,7.7,-329387.0
1002,Nevada,1989,30236.0,1137.0,8.2,-358775.0
1053,Nevada,1990,29668.0,1221.0,9.0,-373361.0
1104,Nevada,1991,38961.0,1296.0,8.8,-376751.0
1155,Nevada,1992,36827.0,1351.0,9.0,-392693.0
1206,Nevada,1993,40587.0,1411.0,9.0,-412839.0
1257,Nevada,1994,39090.0,1499.0,9.6,-452046.0
1308,Nevada,1995,40326.0,1582.0,9.2,-465419.0
1359,Nevada,1996,43110.0,1666.0,9.8,-507621.0
1410,Nevada,1997,48280.0,1764.0,9.9,-506777.0
1461,Nevada,1998,53115.0,1853.0,9.2,-520968.0
1512,Nevada,1999,48981.0,1935.0,10.1,-545448.0
1563,Nevada,2000,44738.0,2019.0,11.8,-569969.0
1614,Nevada,2001,43412.0,2098.0,13.0,-578557.0
1665,Nevada,2002,39422.0,2174.0,13.1,-575313.0
1716,Nevada,2003,33579.0,2249.0,13.9,-605966.0
1767,Nevada,2004,34322.0,2346.0,15.7,-639357.0
1818,Nevada,2005,34475.0,2432.0,18.0,-663858.0
1869,Nevada,2006,38315.0,2523.0,20.1,-701376.0
1920,Nevada,2007,37695.0,2601.0,21.3,-695283.0
1971,Nevada,2008,37854.0,2654.0,23.7,-659291.0
2022,Nevada,2009,46712.0,2685.0,20.0,-604609.0
2073,Nevada,2010,48923.0,2702.0,21.4,-597807.0
2124,Nevada,2011,50232.0,2713.0,23.4,-582907.0
2175,Nevada,2012,56557.0,2745.0,23.8,-582509.0
2226,Nevada,2013,66491.0,2777.0,22.9,-592852.0
2277,Nevada,2014,67475.0,2819.0,23.4,-594493.0
2328,Nevada,2015,75367.0,2869.0,20.1,-575977.0
2379,Nevada,2016,88596.0,2920.0,17.3,-591548.0
2430,Nevada,2017,98186.0,2972.0,18.5,-609019.0
2877,Nevada,2018,67897.7,3032.6,21.8,-699349.8
2878,Nevada,2019,69021.0,3090.9,22.2,-710530.2
2879,Nevada,2020,70144.3,3149.2,22.6,-721710.5
2880,Nevada,2021,71267.6,3207.4,23.0,-732890.9
2881,Nevada,2022,72390.9,3265.7,23.5,-744071.3
2882,Nevada,2023,73514.3,3324.0,23.9,-755251.7
2883,Nevada,2024,74637.6,3382.2,24.3,-766432.1
2884,Nevada,2025,75760.9,3440.5,24.7,-777612.4
2885,Nevada,2026,76884.2,3498.8,25.2,-788792.8
2886,Nevada,2027,78007.6,3557.0,25.6,-799973.2
2887,Nevada,2028,79130.9,3615.3,26.0,-811153.6
2888,Nevada,2029,80254.2,3673.6,26.4,-822334.0
2889,Nevada,2030,81377.5,3731.8,26.9,-833514.3
30,New Hampshire,1970,25321.0,742.0,2.2,-161280.0
81,New Hampshire,1971,24733.0,762.0,2.3,-176325.0
132,New Hampshire,1972,26131.0,781.0,2.3,-186174.0
183,New Hampshire,1973,30671.0,801.0,2.6,-185946.0
234,New Hampshire,1974,28694.0,816.0,3.8,-177806.0
285,New Hampshire,1975,25853.0,829.0,4.3,-176029.0
336,New Hampshire,1976,31050.0,845.0,4.4,-195926.0
387,New Hampshire,1977,31271.0,870.0,4.8,-199081.0
438,New Hampshire,1978,31004.0,892.0,5.3,-202232.0
489,New Hampshire,1979,33548.0,909.0,7.0,-177212.0
540,New Hampshire,1980,32382.0,924.0,9.3,-175878.0
591,New Hampshire,1981,36067.0,937.0,11.4,-164227.0
